,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age
543,4083,Maruti Baleno RS Petrol,Coimbatore,2018,26731,First,21.1,998,100.0,5.0,10.89,8.61,0,1,0,1,6
544,4096,Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,First,19.16,2487,175.67,5.0,40.62,26.11,0,1,1,0,7
545,4099,Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,First,18.9,1197,81.86,5.0,7.54,6.5,0,1,0,1,6
546,4104,Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,First,14.67,1798,177.46,5.0,30.19,16.81,0,1,1,0,8
548,4125,Datsun redi-GO S,Chennai,2016,26239,First,22.7,799,53.0,5.0,4.43,2.75,0,1,0,1,8
549,4131,Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,First,14.24,2755,174.5,7.0,37.17,35.82,1,0,0,1,5
550,4134,Honda BR-V i-VTEC S MT,Bangalore,2016,34004,First,15.4,1497,117.3,7.0,12.9,8.02,0,1,0,1,8
551,4147,Maruti Dzire VDI,Kochi,2017,54758,First,28.4,1248,73.75,5.0,8.58,6.67,1,0,0,1,7
552,4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,First,11.36,2755,171.5,7.0,28.05,20.5,1,0,1,0,7
553,4164,Hyundai Creta 1.6 SX Option,Kochi,2017,47183,Second,15.8,1591,121.3,5.0,15.86,11.31,0,1,0,1,7
554,4169,Datsun redi-GO T Option,Kochi,2018,6279,First,22.7,799,53.64,5.0,4.05,3.6,0,1,0,1,6
555,4180,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,First,20.5,1582,126.2,5.0,19.18,11.45,1,0,0,1,7
556,4181,Maruti Baleno Delta,Kochi,2017,15134,First,21.4,1197,83.1,5.0,7.36,6.37,0,1,0,1,7
557,4188,Maruti Ertiga VDI,Chennai,2016,86000,Second,25.47,1248,88.5,7.0,10.99,8.2,1,0,0,1,8
559,4208,Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,First,16.09,1598,103.5,5.0,11.63,7.7,0,1,0,1,8
562,4233,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,First,18.51,1968,147.51,5.0,44.8,32.73,1,0,1,0,6
564,4237,Renault KWID RXT Optional,Mumbai,2016,16000,First,25.17,799,53.3,5.0,4.78,2.99,0,1,0,1,8
566,4265,Datsun redi-GO T Option,Coimbatore,2017,27509,First,22.7,799,53.64,5.0,4.04,3.31,0,1,0,1,7
567,4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,First,14.67,1798,177.46,5.0,33.36,17.85,0,1,1,0,8
568,4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,First,11.36,2755,171.5,7.0,26.55,19.6,1,0,1,0,8
569,4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,First,22.5,998,67.0,5.0,6.14,4.45,0,1,1,0,6
570,4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,First,24.3,1248,88.5,5.0,11.96,8.85,1,0,0,1,8
572,4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,First,11.36,2755,171.5,7.0,24.63,18.0,1,0,1,0,8
573,4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,First,20.68,1995,190.0,5.0,50.26,29.0,1,0,1,0,7
574,4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,First,18.9,1197,81.86,5.0,7.45,5.87,0,1,0,1,7
575,4346,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,First,22.0,1197,81.8,5.0,8.16,7.75,0,1,0,1,6
576,4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,First,13.68,2393,147.8,8.0,24.01,21.42,1,0,0,1,5
578,4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,First,13.68,2393,147.8,7.0,23.14,16.5,1,0,0,1,8
579,4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,First,23.84,1199,84.0,5.0,6.29,5.0,0,1,0,1,7
580,4403,Honda Amaze V Petrol,Jaipur,2018,6000,First,19.5,1199,86.76,5.0,8.18,6.7,0,1,0,1,6
582,4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,First,18.9,1197,81.86,5.0,6.4,4.8,0,1,0,1,6
583,4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,First,18.9,1197,81.86,5.0,7.48,5.66,0,1,0,1,7
584,4451,Ford Mustang V8,Kochi,2018,21290,First,13.0,4951,395.0,4.0,83.92,56.8,0,1,1,0,6
585,4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,First,11.36,2755,171.5,7.0,20.74,19.4,1,0,1,0,5
586,4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,First,18.9,1197,81.86,5.0,7.82,5.99,0,1,0,1,7
588,4472,Maruti Wagon R VXI,Jaipur,2017,39867,First,22.5,998,67.04,5.0,5.44,4.5,0,1,0,1,7
591,4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,First,17.0,1591,121.3,5.0,13.6,7.97,0,1,0,1,8
592,4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,First,28.4,1248,73.75,5.0,10.7,8.55,1,0,1,0,6
593,4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,First,15.1,1196,73.0,7.0,4.87,3.75,0,1,0,1,8
595,4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,First,11.57,2987,254.79,5.0,92.79,65.0,1,0,1,0,8
596,4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,First,22.5,998,67.0,5.0,5.8,3.95,0,1,1,0,7
599,4554,BMW 3 Series Luxury Line,Pune,2016,70000,Second,21.76,1995,190.0,5.0,62.11,27.0,1,0,1,0,8
600,4560,Honda Jazz V,Kochi,2017,36973,First,18.2,1199,88.7,5.0,8.71,6.8,0,1,0,1,7
602,4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,First,24.3,1248,88.5,5.0,12.88,11.5,1,0,1,0,6
603,4571,Maruti Alto K10 LXI,Delhi,2016,35027,First,24.07,998,67.1,5.0,3.91,3.0,0,1,0,1,8
604,4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,First,24.3,1248,88.5,5.0,11.0,9.75,1,0,0,1,7
605,4601,BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,First,20.68,1995,190.0,5.0,48.18,36.64,1,0,1,0,5
607,4633,Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,First,21.7,999,67.0,5.0,4.78,3.0,0,1,0,1,8
608,4649,Honda WRV i-VTEC VX,Hyderabad,2017,15000,First,17.5,1199,88.7,5.0,10.83,8.9,0,1,0,1,7
610,4680,Maruti Ertiga VDI,Pune,2016,54161,First,25.47,1248,88.5,7.0,11.27,7.64,1,0,0,1,8
611,4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Second,16.09,1598,103.5,5.0,11.48,7.64,0,1,0,1,6
612,4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,First,14.24,2755,174.5,7.0,37.17,28.85,1,0,0,1,7
614,4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,First,11.36,2755,171.5,7.0,26.95,19.5,1,0,1,0,8
615,4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,First,20.14,1197,81.86,5.0,6.71,5.0,0,1,0,1,6
616,4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,First,17.0,1591,121.3,5.0,13.6,11.88,0,1,0,1,5
617,4731,Nissan Micra Active XV,Pune,2018,24000,First,19.69,1198,67.04,5.0,6.99,4.0,0,1,0,1,6
619,4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,First,23.84,1199,84.0,5.0,6.21,5.85,0,1,0,1,5
620,4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,First,15.68,1999,177.0,5.0,74.49,42.0,1,0,1,0,8
621,4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,First,18.6,1197,81.86,5.0,8.03,6.28,0,1,0,1,7
623,4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,First,20.5,1582,126.2,5.0,19.18,10.8,1,0,0,1,8
625,4795,BMW 3 Series Luxury Line,Kochi,2018,21936,First,21.76,1995,190.0,5.0,58.67,37.92,1,0,1,0,6
627,4811,Mahindra Thar CRDe,Coimbatore,2017,28599,First,16.55,2498,105.0,6.0,11.71,9.66,1,0,0,1,7
628,4819,Datsun redi-GO T,Kolkata,2016,15000,First,22.7,799,53.64,5.0,3.98,2.25,0,1,0,1,8
632,4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,First,18.25,1968,187.74,5.0,55.61,43.0,1,0,1,0,7
634,4873,Maruti Baleno Alpha,Chennai,2016,16000,First,21.4,1197,83.1,5.0,8.8,6.95,0,1,0,1,8
635,4877,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,First,17.0,1198,108.5,5.0,11.13,9.62,0,1,0,1,6
637,4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,First,24.3,1248,88.5,5.0,11.58,10.19,1,0,0,1,6
638,4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,First,27.39,1248,74.0,5.0,10.63,8.4,1,0,0,1,7
639,4902,Maruti Baleno Alpha CVT,Mumbai,2018,3000,First,21.4,1197,83.1,5.0,10.3,8.85,0,1,1,0,6
640,4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,First,17.4,1497,117.3,5.0,12.68,10.0,0,1,0,1,7
641,4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,First,17.9,2143,170.0,5.0,59.77,46.95,1,0,1,0,7
642,4926,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,First,15.8,1591,121.3,5.0,17.7,13.25,0,1,0,1,6
643,4929,Hyundai Creta 1.6 SX,Delhi,2016,69000,First,15.8,1591,121.3,5.0,14.23,9.7,0,1,0,1,8
644,4934,Maruti Dzire AMT VDI,Coimbatore,2018,25082,First,28.4,1248,73.75,5.0,9.62,8.37,1,0,1,0,6
646,4950,Ford Aspire Titanium Diesel,Kolkata,2017,60048,First,26.1,1498,99.0,5.0,8.91,6.0,1,0,0,1,7
647,4961,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,First,22.0,1197,81.8,5.0,10.26,8.3,0,1,1,0,5
648,4968,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,First,23.84,1199,83.83,5.0,6.94,5.0,0,1,1,0,6
650,4978,Honda Amaze V CVT Petrol,Kochi,2019,25717,First,19.0,1199,88.76,5.0,9.47,8.86,0,1,1,0,5
651,4981,Honda Jazz VX,Chennai,2017,8000,First,18.2,1199,88.7,5.0,9.1,7.9,0,1,0,1,7
652,4984,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,First,20.5,1582,126.2,5.0,19.18,16.27,1,0,0,1,5
653,4988,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,First,18.59,2993,265.0,5.0,78.31,48.0,1,0,1,0,8
654,4989,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,First,20.38,1968,143.0,5.0,42.89,18.9,1,0,1,0,8
656,5002,BMW X3 xDrive 20d xLine,Kochi,2017,36723,First,18.56,1995,190.0,5.0,64.76,32.57,1,0,1,0,7
657,5009,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,First,14.75,2967,245.0,7.0,99.92,68.0,1,0,1,0,7
658,5018,Honda Jazz VX Diesel,Hyderabad,2017,17151,First,27.3,1498,98.6,5.0,11.05,8.4,1,0,0,1,7
659,5030,Maruti Vitara Brezza LDi,Kochi,2018,32539,First,24.3,1248,88.5,5.0,8.63,8.39,1,0,0,1,6
660,5038,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,First,12.81,1999,148.31,7.0,69.22,56.14,1,0,1,0,5
661,5049,Jeep Compass 2.0 Sport,Kolkata,2017,27000,First,17.1,1956,170.0,5.0,18.45,15.0,1,0,0,1,7
662,5059,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,First,24.3,1248,88.5,5.0,9.89,9.05,1,0,0,1,7
663,5062,Maruti Celerio LXI MT,Kolkata,2018,30000,First,23.1,998,67.04,5.0,4.87,3.75,0,1,0,1,6
664,5078,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,First,24.3,1248,88.5,5.0,11.0,9.88,1,0,0,1,7
665,5079,Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,First,18.6,1197,81.86,5.0,9.78,8.78,0,1,0,1,5
669,5102,Maruti Wagon R VXI,Kochi,2019,31817,First,22.5,998,67.04,5.0,5.12,5.34,0,1,0,1,5
670,5107,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,First,17.9,2143,201.15,5.0,79.43,49.0,1,0,1,0,8
671,5111,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,First,22.95,1248,74.0,5.0,7.94,3.75,1,0,0,1,7
672,5118,Mercedes-Benz GLE 350d,Bangalore,2016,28541,First,11.57,2987,254.79,5.0,95.13,60.75,1,0,1,0,8
675,5135,Honda Jazz VX Diesel,Chennai,2016,14980,First,27.3,1498,98.6,5.0,10.81,7.4,1,0,0,1,8
676,5166,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,First,17.9,2143,136.0,5.0,42.4,27.0,1,0,1,0,7
682,5200,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Second,22.5,999,67.0,5.0,5.72,4.99,0,1,1,0,6
683,5207,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,First,22.5,999,67.0,5.0,4.93,4.41,0,1,1,0,7
684,5211,Mahindra Bolero ZLX,Coimbatore,2017,68557,First,15.96,2523,62.1,7.0,11.28,8.14,1,0,0,1,7
685,5212,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,First,20.64,1498,108.5,5.0,14.2,8.45,1,0,0,1,8
687,5230,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,First,23.0,1498,98.96,5.0,10.42,7.69,1,0,0,1,7
688,5237,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,First,15.8,1591,121.3,5.0,16.06,12.13,0,1,0,1,6
689,5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,First,17.0,1497,121.36,5.0,11.27,8.75,0,1,0,1,7
690,5249,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,First,19.0,1194,94.68,5.0,8.44,7.23,0,1,0,1,6
692,5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,First,24.3,1248,88.5,5.0,11.96,8.9,1,0,0,1,8
695,5262,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,First,23.84,1199,84.0,5.0,5.45,3.98,0,1,0,1,8
696,5266,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,First,17.0,1198,73.75,5.0,8.38,6.69,0,1,0,1,7
697,5267,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,First,16.0,1497,117.3,7.0,15.02,9.5,0,1,1,0,7
698,5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,First,23.1,998,67.04,5.0,5.95,5.63,0,1,1,0,6
699,5272,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,First,15.8,1591,121.3,5.0,15.36,11.78,0,1,0,1,6
700,5279,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,First,17.57,1193,88.7,5.0,6.59,4.8,0,1,0,1,7
702,5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,First,20.14,1498,88.0,5.0,10.15,6.3,1,0,0,1,8
703,5291,Maruti Baleno RS Petrol,Kochi,2018,43639,First,21.1,998,100.0,5.0,9.83,8.15,0,1,0,1,6
704,5304,BMW 3 Series Luxury Line,Bangalore,2017,21000,First,21.76,1995,190.0,5.0,62.07,35.0,1,0,1,0,7
706,5310,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,First,20.14,1498,88.0,5.0,9.97,6.9,1,0,0,1,7
708,5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,First,24.0,1186,73.97,5.0,8.18,6.28,1,0,0,1,6
709,5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,First,22.95,1248,74.0,5.0,7.43,3.7,1,0,0,1,8
713,5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,First,23.0,1498,98.96,5.0,12.12,10.9,1,0,0,1,6
715,5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,First,17.19,1197,81.86,5.0,10.25,8.6,0,1,0,1,5
716,5350,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,First,21.66,1498,108.62,5.0,10.04,6.75,1,0,0,1,8
718,5357,Mahindra Bolero ZLX,Jaipur,2016,65000,First,15.96,2523,62.1,7.0,11.15,7.21,1,0,0,1,8
719,5359,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,First,25.4,1186,73.97,5.0,8.23,4.2,1,0,0,1,7
720,5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,First,13.68,2393,147.8,7.0,19.37,16.5,1,0,0,1,8
724,5396,Maruti Ertiga VDI,Kochi,2018,51236,First,25.47,1248,88.5,7.0,10.83,8.49,1,0,0,1,6
725,5415,Maruti Dzire AMT VXI,Chennai,2017,42000,First,22.0,1197,81.8,5.0,8.13,5.5,0,1,1,0,7
726,5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,First,14.28,1798,138.03,5.0,25.27,11.99,0,1,1,0,8
727,5420,BMW 3 Series Sport,Mumbai,2016,19000,Second,21.76,1995,190.0,5.0,57.3,29.99,1,0,1,0,8
728,5427,Maruti Wagon R VXI AMT,Delhi,2016,30000,First,22.5,998,67.0,5.0,5.68,4.25,0,1,1,0,8
729,5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,First,24.3,1248,88.5,5.0,11.75,8.25,1,0,0,1,8
730,5434,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,First,17.5,1199,88.7,5.0,9.36,8.2,0,1,0,1,5
731,5447,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,First,17.9,2143,136.0,5.0,38.72,24.46,1,0,1,0,8
734,5451,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,First,25.4,1186,73.97,5.0,8.23,5.0,1,0,0,1,8
735,5465,Maruti Wagon R VXI,Jaipur,2017,35362,First,22.5,998,67.04,5.0,5.44,3.85,0,1,0,1,7
737,5479,Renault KWID Climber 1.0 AMT,Chennai,2018,14000,First,22.5,999,67.0,5.0,5.67,4.5,0,1,1,0,6
738,5484,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,First,20.5,1582,126.2,5.0,19.18,13.82,1,0,0,1,8
739,5507,Maruti Dzire LDI,Pune,2017,48000,First,28.4,1248,73.75,5.0,7.91,6.0,1,0,0,1,7
740,5509,Renault KWID RXL,Jaipur,2016,26000,First,25.17,799,53.3,5.0,3.96,2.55,0,1,0,1,8
741,5513,Maruti Alto K10 VXI,Jaipur,2016,35000,First,24.07,998,67.1,5.0,4.24,3.0,0,1,0,1,8
742,5516,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,First,18.56,1995,190.0,5.0,70.55,61.25,1,0,1,0,6
743,5518,Mini Cooper 3 DOOR S,Kochi,2016,21110,First,17.44,1998,189.08,4.0,39.27,28.95,0,1,1,0,8
746,5542,Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,First,11.36,2755,171.5,7.0,20.74,18.36,1,0,1,0,7
748,5558,BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,First,22.48,1995,190.0,5.0,71.82,30.37,1,0,1,0,8
749,5560,Renault KWID RXT Optional,Kochi,2019,6568,First,25.17,799,53.3,5.0,4.78,5.09,0,1,0,1,5
750,5564,BMW 3 Series 320d Luxury Line,Kochi,2016,62404,First,22.69,1995,190.0,5.0,54.43,21.33,1,0,1,0,8
751,5568,BMW 3 Series Luxury Line,Coimbatore,2017,34232,First,21.76,1995,190.0,5.0,55.07,35.84,1,0,1,0,7
754,5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,First,12.9,2755,174.5,7.0,34.45,30.85,1,0,1,0,5
756,5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,First,21.5,1197,81.8,5.0,6.8,6.25,0,1,1,0,5
757,5625,Tata Tigor XE Diesel,Ahmedabad,2017,16235,First,24.7,1047,69.0,5.0,7.15,5.5,1,0,0,1,7
758,5626,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,First,14.67,1798,177.46,5.0,33.36,17.08,0,1,1,0,7
760,5632,Toyota Etios 1.4 VXD,Pune,2018,3000,First,23.59,1364,67.04,5.0,10.63,7.9,1,0,0,1,6
762,5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,First,15.1,1196,73.0,7.0,4.43,2.2,0,1,0,1,8
763,5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,First,20.64,1498,108.5,5.0,14.2,10.0,1,0,0,1,7
764,5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,First,18.9,1197,81.86,5.0,6.54,4.75,0,1,0,1,7
765,5684,Maruti Baleno Zeta,Coimbatore,2018,33150,First,21.4,1197,83.1,5.0,8.71,7.39,0,1,0,1,6
767,5708,Honda BRV i-VTEC V CVT,Mumbai,2017,16503,First,16.0,1497,117.3,7.0,15.02,9.5,0,1,1,0,7
768,5715,Honda City i-VTEC CVT V,Kochi,2019,22321,First,18.0,1497,117.3,5.0,13.4,11.66,0,1,1,0,5
769,5736,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,First,18.15,1198,82.0,6.0,7.96,5.5,0,1,0,1,6
770,5749,Honda City i-VTEC V,Kochi,2018,11732,First,17.4,1497,117.3,5.0,11.88,10.07,0,1,0,1,6
771,5757,Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,First,13.68,2393,147.8,7.0,21.36,16.95,1,0,0,1,7
774,5769,Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,First,23.84,1199,84.0,5.0,6.59,6.94,0,1,0,1,5
776,5788,Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,First,23.84,1199,84.0,5.0,6.42,4.8,0,1,0,1,7
777,5789,Renault KWID RXL,Kochi,2019,7858,First,25.17,799,53.3,5.0,4.04,3.8,0,1,0,1,5
779,5799,Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,19000,First,21.5,1498,108.5,5.0,15.68,10.0,1,0,1,0,8
780,5805,Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,First,15.41,1598,103.52,5.0,12.44,9.66,0,1,0,1,5
781,5808,Maruti Celerio VXI AMT,Kolkata,2016,30000,First,23.1,998,67.04,5.0,5.77,3.8,0,1,1,0,8
782,5819,Renault KWID RXT Optional,Kochi,2017,21954,First,25.17,799,53.3,5.0,4.78,3.7,0,1,0,1,7
783,5828,Nissan Micra XV CVT,Coimbatore,2017,54387,First,19.15,1198,75.94,5.0,9.51,5.85,0,1,1,0,7
784,5829,Renault KWID RXT Optional,Mumbai,2018,1617,First,25.17,799,53.3,5.0,4.78,4.29,0,1,0,1,6
786,5854,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,First,18.9,1197,81.86,5.0,6.62,5.07,0,1,0,1,8
788,5867,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,First,18.19,1968,174.5,5.0,40.73,25.75,1,0,1,0,7
789,5872,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,21248,First,24.3,1248,88.5,5.0,11.75,9.44,1,0,0,1,7
790,5875,Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,4000,First,0.0,1950,194.0,5.0,49.14,35.0,1,0,1,0,5
792,5894,Hyundai Creta 1.6 SX,Hyderabad,2018,9900,First,15.8,1591,121.3,5.0,14.72,13.2,0,1,0,1,6
793,5905,Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,125000,First,22.95,1248,74.0,5.0,8.09,4.6,1,0,0,1,8
794,5907,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,34686,First,19.6,1461,108.45,5.0,15.05,11.86,1,0,1,0,7
795,5923,Skoda Superb Style 2.0 TDI AT,Mumbai,2017,42000,First,18.19,1968,174.5,5.0,36.94,22.99,1,0,1,0,7
796,5928,Mahindra NuvoSport N6,Coimbatore,2018,37323,Second,17.45,1493,100.0,7.0,10.52,7.29,1,0,0,1,6
797,5940,Maruti Dzire LDI,Pune,2018,27000,First,28.4,1248,73.75,5.0,7.91,5.9,1,0,0,1,6
798,5941,Renault KWID RXL,Pune,2018,1000,First,25.17,799,53.3,5.0,4.45,3.4,0,1,0,1,6
799,5947,Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,First,18.69,1462,103.0,7.0,10.65,8.0,0,1,1,0,7
801,5964,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,8000,First,17.0,1591,121.3,5.0,15.14,12.85,0,1,1,0,6
802,5970,Mercedes-Benz GLA Class 200 Sport,Kochi,2018,17773,First,13.7,1991,183.0,5.0,39.22,26.76,0,1,1,0,6
804,5974,Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,34005,First,17.0,1198,73.75,5.0,8.09,5.75,0,1,0,1,8
805,5981,Maruti Baleno Alpha,Mumbai,2017,6000,First,21.4,1197,83.1,5.0,8.78,7.5,0,1,0,1,7
806,5982,Tata Hexa XTA,Jaipur,2016,39000,First,17.6,2179,153.86,7.0,21.0,13.5,1,0,1,0,8
807,5987,Tata Tiago 1.2 Revotron XT,Kochi,2017,15386,First,23.84,1199,84.0,5.0,5.56,5.11,0,1,0,1,7
809,5999,Tata Bolt Revotron XT,Chennai,2016,10000,First,17.57,1193,88.7,5.0,7.77,4.0,0,1,0,1,8
811,6005,Maruti Vitara Brezza VDi,Pune,2016,37208,First,24.3,1248,88.5,5.0,9.93,7.43,1,0,0,1,8
